id,age_0_9,age_10s,age_20s,age_30s,age_40s,age_50_plus,gender_male,gender_female,reason,impressions
zSh388SyNsM,0.0,0.05,0.15,0.3,0.35,0.15,0.4,0.6,"This video focuses on a high-end dining experience in Seoul, which tends to attract an audience interested in gourmet food and luxury experiences, typically adults in their 30s and 40s. Furthermore, the detailed discussion about the dining experience, prices, and chef's background is likely more appealing to a slightly female-skewed audience who may enjoy exploring fine cuisine and upscale dining.",248
TaDGyfvfdqM,0.0,0.05,0.2,0.25,0.25,0.25,0.4,0.6,This video likely appeals to a mature audience due to the focus on a well-established singer and concert atmosphere. The slightly higher female viewership may be attributed to a common trend of female fanbases for male musicians.,157
QaNWFYoWQck,0.0,0.05,0.2,0.3,0.25,0.2,0.4,0.6,"This video revolves around themes of family, regret, and reconciliation, which tend to resonate with adults, particularly those in their 30s and 40s who may have experienced similar family dynamics. The emotional and reflective nature of the content is also likely to appeal slightly more to women, who often engage with family-oriented narratives.",687
4wt8KgH8fok,0.0,0.0,0.05,0.15,0.25,0.55,0.4,0.6,"This video targets older adults interested in improving their health through simple habits, such as saltwater gargling. The emphasis on elderly testimonies and practical health advice suggests a higher likelihood of viewership from those aged 40 and above, with a slight female majority, possibly due to caregiving roles.",119
XUCIEI0B93k,0.0,0.0,0.1,0.2,0.35,0.35,0.4,0.6,"This video targets those concerned with memory loss, common in an older demographic. The practical health tips also tend to resonate more with older viewers, particularly women who often engage more with health-related content.",321
Dldv06TwJZg,0.0,0.05,0.2,0.5,0.2,0.05,0.4,0.6,"This video focuses on a complex murder mystery with intricate plot twists, which tends to appeal more to adults in their 30s and 40s. Additionally, the relational dynamics and emotional depth may resonate more with a slightly female-skewed audience.",316
vbxViEvHUsY,0.0,0.0,0.05,0.1,0.15,0.7,0.4,0.6,"This video primarily targets older adults, focusing on simple health remedies for common age-related issues like bad breath and throat pain. The content is more likely to resonate with a female audience due to its emphasis on family and home remedies.",421
rHyo7be8G0s,0.1,0.6,0.2,0.05,0.03,0.02,0.4,0.6,"This video likely appeals to teenagers and young adults as it centers around themes of friendship, birthdays, and playful interactions. The lighthearted content and focus on relationships and social events align well with interests typically associated with younger audiences, particularly females.",367
GFsZdU6dD50,0.0,0.05,0.1,0.15,0.35,0.35,0.4,0.6,"This video appears to have a nostalgic theme, likely appealing to older viewers who might relate to the reflective nature of the content. The emotional and sentimental tone suggests a higher probability of attracting female viewers who often engage with content that evokes feelings.",196
3y_2Z7RJbok,0.05,0.15,0.3,0.35,0.1,0.05,0.4,0.6,"This video likely appeals to adults interested in cultural, historical, and traditional lifestyles, which tend to attract viewers in their 20s and 30s. The narrative style and human-interest aspects may appeal more to women.",156
xb4oVA-292Q,0.05,0.1,0.2,0.3,0.2,0.15,0.4,0.6,"This video is likely to appeal to audiences interested in heartwarming stories and emotional tales, which tend to attract a slightly older demographic. The focus on compassion, companionship, and nostalgia suggests a predominant interest from a female audience.",136
5aEv0EjAjrw,0.01,0.05,0.25,0.35,0.25,0.09,0.4,0.6,"This video focuses on stress management and self-improvement, topics that generally appeal to adults trying to balance work and life. The content's practical advice on handling stress and emotions is likely to attract more female viewers due to its focus on emotional well-being.",215
jn2Zp-M_XR0,0.05,0.1,0.25,0.3,0.2,0.1,0.4,0.6,"This video features a musical performance and interactions with a live audience, which generally appeals to adults in their 20s and 30s who are interested in contemporary Korean music and artists. Additionally, the emphasis on personal stories, such as weddings and local pride, may resonate more with a female audience.",116
VIgmUu1fpzQ,0.05,0.65,0.25,0.03,0.01,0.01,0.4,0.6,"This video contains a compilation of music lyrics and themes that resonate with teenagers and young adults, particularly due to its emotional and romantic elements. The content appeals slightly more to females as it focuses on love, relationships, and emotional expression, which generally attracts a larger female audience.",135
7O6GNTHZ4EE,0.0,0.05,0.15,0.35,0.3,0.15,0.4,0.6,"This video discusses smartphone security settings, which are likely of interest to adults concerned about privacy and online safety. The content is particularly relevant for those in their 30s to 50s who are more attentive to protecting their personal and family information.",148
0k3BAYr-bdY,0.05,0.55,0.35,0.03,0.01,0.01,0.4,0.6,"This video appeals primarily to teenagers and young adults due to its school setting and competitive gaming theme, which are popular among these age groups. The playful interactions and challenges are likely to attract a slightly higher female audience who often engage with similar content on social media platforms.",134
zioy2qB-Er4,0.0,0.05,0.2,0.3,0.25,0.2,0.4,0.6,"The script involves a dramatic family conflict which is likely to appeal to middle-aged and older audiences, who may relate to family and inheritance issues. The content's emotional and familial themes are slightly more likely to attract a female audience, given societal norms around caregiving and family narrative engagement.",175
nnVkadewJ70,0.0,0.05,0.2,0.35,0.25,0.15,0.4,0.6,"This video explores unique and picturesque travel destinations in China, which often appeal to mature audiences interested in travel and culture. The emphasis on historical and scenic content is likely to resonate more with women, who often show greater interest in cultural and spiritual tourism.",189
rwxh7qEd2ng,0.0,0.05,0.15,0.25,0.35,0.2,0.4,0.6,"This video deals with financial security and hacking issues, topics which are generally more concerning to adults, especially those in their 30s to 50s who are more likely to have significant financial responsibilities. Additionally, the detailed advice and complexity of the topic may appeal more to a female audience who are often more engaged with personal finance and safety matters.",394
v7MFu8Wl3Sg,0.1,0.3,0.4,0.1,0.05,0.05,0.4,0.6,"This video involves creative content, like drawing in the sand, which is generally appealing to a younger and more artistic audience. The playful and imaginative aspect of the content may resonate slightly more with a female audience.",130
wLR-gjuNcwQ,0.01,0.45,0.4,0.09,0.03,0.02,0.4,0.6,"This video appears to feature a highly energetic and musical theme, which often appeals to teenagers and young adults. The content's playful and emotional elements seem to resonate more with a female audience, potentially due to the dance and pop culture references.",116
OdPfl-q4XjE,0.0,0.0,0.0,0.1,0.2,0.7,0.4,0.6,"This video primarily targets an older audience, likely 50s and above, due to its focus on health issues like blood pressure and diabetes management. The content also seems to appeal slightly more to female viewers, who often show greater interest in holistic health remedies.",107
wegtSRF3rMI,0.0,0.05,0.1,0.25,0.3,0.3,0.4,0.6,"This video is likely to attract viewers who enjoy classic and nostalgic music, which tends to appeal more to older age groups. The emotional and reflective nature of the songs may resonate slightly more with female audiences.",111
B-pp8Wpa_G8,0.01,0.1,0.3,0.35,0.15,0.09,0.4,0.6,"This video appeals mainly to adults who can relate to themes of success, social dynamics, and personal growth. The narrative style and themes tend to resonate more with women, given the emphasis on emotions and social relationships.",204
JBJB5CGoTtU,0.05,0.1,0.3,0.35,0.15,0.05,0.4,0.6,"This video features emotional and reflective music content that often resonates with young adults and middle-aged audiences who appreciate introspective themes. The gentle and emotive nature of the music may appeal slightly more to females, who are traditionally more engaged with emotional narratives in music.",102
